term,mean_tfidf,max_tfidf,document_count,cluster,x,y,docs_KPop Demon Hunters,docs_Whiplash,docs_Everything Everywhere All at Once,docs_Apex,docs_F1 The Movie,docs_GOAT,docs_Red Notice,docs_Don't Look Up,dominant_movies,global_topic
mind,0.0027693498016134626,0.5175927501145761,55,3,0.12667416670300705,-0.07948285933118004,3,6,19,5,9,5,4,4,"Everything Everywhere All at Once:19, F1 The Movie:9, Whiplash:6",스토리/플롯/각본
played,0.0026553260700751865,0.41483550644548683,61,3,0.1608724050538828,-0.043579006984554566,4,13,6,10,5,3,8,12,"Whiplash:13, Don't Look Up:12, Apex:10",스토리/플롯/각본
keeps,0.002622939738570346,0.5610472899300282,44,3,0.14699782718113533,-0.04330703243170096,6,9,2,13,7,1,3,3,"Apex:13, Whiplash:9, F1 The Movie:7",스토리/플롯/각본
looking,0.0026177014263598325,0.5183766213965953,50,7,0.15728267726514278,-0.07940636017798841,11,2,3,7,4,5,11,7,"KPop Demon Hunters:11, Red Notice:11, Apex:7",스토리/플롯/각본
beginning,0.002617504756026876,0.5777247586668051,40,7,0.14787047902336264,-0.05248467956322476,4,4,6,7,8,5,3,3,"F1 The Movie:8, Apex:7, Everything Everywhere All at Once:6",스토리/플롯/각본
silly,0.0026169615283278746,0.7564810405396725,36,7,0.13187248939609172,-0.017572484867626643,1,0,7,6,5,4,8,5,"Red Notice:8, Everything Everywhere All at Once:7, Apex:6",스토리/플롯/각본
man,0.002585445191741858,0.4988880526222122,54,3,0.1298573992541459,-0.07954672324390932,8,10,5,11,9,0,5,6,"Apex:11, Whiplash:10, F1 The Movie:9",스토리/플롯/각본
parts,0.0025784528014384175,0.49749027233935866,47,7,0.15229541809069713,-0.05603127198933841,4,5,6,5,8,7,1,11,"Don't Look Up:11, F1 The Movie:8, GOAT:7",스토리/플롯/각본
written,0.002577530393955921,0.4464306704215692,50,3,0.14106466139119975,-0.06053906493708631,3,5,4,7,11,3,10,7,"F1 The Movie:11, Red Notice:10, Apex:7",스토리/플롯/각본
left,0.0025658987284680255,0.42485535360311716,52,3,0.14429769799197933,-0.08150373495112774,4,11,8,6,9,3,4,7,"Whiplash:11, F1 The Movie:9, Everything Everywhere All at Once:8",스토리/플롯/각본
slow,0.0024853179559660423,0.5362945401095421,36,7,0.13878387899627656,-0.054211517503282826,0,2,2,10,5,6,4,7,"Apex:10, Don't Look Up:7, GOAT:6",스토리/플롯/각본
incredibly,0.0023969233142639578,0.5144312066372789,44,3,0.13968385575722714,-0.026524670645436264,1,8,9,11,9,1,4,1,"Apex:11, Everything Everywhere All at Once:9, F1 The Movie:9",스토리/플롯/각본
went,0.0023799433991183376,0.4405038967308412,46,7,0.14578075268229648,-0.03786406693616717,8,4,9,6,5,10,2,2,"GOAT:10, Everything Everywhere All at Once:9, KPop Demon Hunters:8",스토리/플롯/각본
hit,0.00237563229121307,0.4998199288176177,46,3,0.1320529946258378,-0.07141810294929764,7,3,7,6,4,6,2,11,"Don't Look Up:11, KPop Demon Hunters:7, Everything Everywhere All at Once:7",스토리/플롯/각본
thrilling,0.0023208993661729843,0.7528624944721153,35,3,0.1381407693114422,-0.03395028315055653,0,10,0,12,10,1,2,0,"Apex:12, Whiplash:10, F1 The Movie:10",스토리/플롯/각본
expectations,0.0023187845625196792,0.7599881460703333,38,7,0.13643586524736517,-0.06213726811805735,4,1,12,3,1,7,6,4,"Everything Everywhere All at Once:12, GOAT:7, Red Notice:6",스토리/플롯/각본
simple,0.0023134360764983774,0.7298857888485272,42,3,0.12585657193852107,-0.030522991989937832,7,4,6,2,7,6,4,6,"KPop Demon Hunters:7, F1 The Movie:7, Everything Everywhere All at Once:6",스토리/플롯/각본
engaging,0.0023044331027160148,0.5729237578805163,47,3,0.11639913471366,-0.01543232502680287,1,11,8,5,12,4,5,1,"F1 The Movie:12, Whiplash:11, Everything Everywhere All at Once:8",스토리/플롯/각본
paced,0.00230193778708346,0.503690443564765,39,3,0.12857764282691894,-0.013349253262855111,2,3,4,8,6,3,9,4,"Red Notice:9, Apex:8, F1 The Movie:6",스토리/플롯/각본
multiverse,0.002280203809280667,0.7805387493960405,29,7,0.08861655445365851,-0.0650127069703274,0,0,28,0,0,0,1,0,"Everything Everywhere All at Once:28, Red Notice:1",스토리/플롯/각본
dialogue,0.0022682498804805344,0.6359676172554553,43,3,0.13327326495932235,-0.06291167171482585,1,7,1,3,14,6,8,3,"F1 The Movie:14, Red Notice:8, Whiplash:7",스토리/플롯/각본
easy,0.0022494139702018143,0.7878176792895584,45,3,0.13222653124728764,-0.06966898012687249,5,11,0,2,6,6,10,5,"Whiplash:11, Red Notice:10, F1 The Movie:6",스토리/플롯/각본
hour,0.002242287644894936,0.6389982602422052,37,7,0.11301894979458835,-0.07145794029765978,2,5,10,7,7,0,0,6,"Everything Everywhere All at Once:10, Apex:7, F1 The Movie:7",스토리/플롯/각본
play,0.00223725614280316,0.5249571303669094,48,3,0.1320637441498233,-0.08337320033873628,1,12,1,10,5,4,8,7,"Whiplash:12, Apex:10, Red Notice:8",스토리/플롯/각본
strong,0.0022229900106903434,0.3819169239724592,55,3,0.11994755739456693,-0.052791893074475335,9,9,4,12,8,5,2,6,"Apex:12, KPop Demon Hunters:9, Whiplash:9",스토리/플롯/각본
away,0.00221658324152916,0.47660774571386744,51,3,0.1289595490768199,-0.0829120345247933,5,13,10,9,8,3,2,1,"Whiplash:13, Everything Everywhere All at Once:10, Apex:9",스토리/플롯/각본
moment,0.0022129799708600862,0.6718758710803014,46,3,0.11952917197513026,-0.0480743640561321,6,9,8,6,8,3,4,2,"Whiplash:9, Everything Everywhere All at Once:8, F1 The Movie:8",스토리/플롯/각본
short,0.002199178899616806,0.8873964935345258,48,3,0.11911809075900304,-0.09364764093030868,5,10,7,8,2,3,2,11,"Don't Look Up:11, Whiplash:10, Apex:8",스토리/플롯/각본
sequel,0.002197297292674352,0.5514330933407486,41,7,0.15952179967269497,0.010408052089611734,7,0,0,0,5,4,25,0,"Red Notice:25, KPop Demon Hunters:7, F1 The Movie:5",스토리/플롯/각본
pacing,0.0021928392929846815,0.5768288851366205,41,3,0.14129883927904163,-0.050108100268933004,6,9,0,10,2,10,1,3,"Apex:10, GOAT:10, Whiplash:9",스토리/플롯/각본
genuinely,0.002177895513571537,0.43067843148498824,47,3,0.14665985254085823,-0.042521243336123685,11,4,5,6,7,9,2,3,"KPop Demon Hunters:11, GOAT:9, F1 The Movie:7",스토리/플롯/각본
mean,0.0021156871027487685,0.3909784328548558,40,7,0.14328556200280096,-0.07022657615813098,6,1,8,7,6,4,3,5,"Everything Everywhere All at Once:8, Apex:7, KPop Demon Hunters:6",스토리/플롯/각본
started,0.0021049462147776543,0.5511974525856312,35,7,0.12116583136891054,-0.0607238964523276,8,1,11,8,1,1,3,2,"Everything Everywhere All at Once:11, KPop Demon Hunters:8, Apex:8",스토리/플롯/각본
type,0.0021000112836425822,0.5101128423077386,43,7,0.13868374825047822,-0.06785090724225393,3,3,7,10,4,1,9,6,"Apex:10, Red Notice:9, Everything Everywhere All at Once:7",스토리/플롯/각본
shot,0.0020785292492777616,0.3825183456741319,40,3,0.1167491685439833,-0.050510250178180255,2,10,1,4,17,1,2,3,"F1 The Movie:17, Whiplash:10, Apex:4",스토리/플롯/각본
set,0.002062557604212406,0.4202520618834783,45,3,0.10603278920402244,-0.03901544231095776,5,4,5,13,2,3,10,3,"Apex:13, Red Notice:10, KPop Demon Hunters:5",스토리/플롯/각본
comes,0.0020514624880503805,0.42627958157942425,48,7,0.11706440006250984,-0.06448139924799966,4,8,5,4,8,3,6,10,"Don't Look Up:10, Whiplash:8, F1 The Movie:8",스토리/플롯/각본
playing,0.001972594060176019,0.39690029690871986,46,3,0.11596770686805341,-0.068180449211244,2,14,3,5,7,4,9,2,"Whiplash:14, Red Notice:9, F1 The Movie:7",스토리/플롯/각본
genre,0.001968342530603835,0.5882092484507744,36,3,0.10001944262857387,-0.03697204352799648,2,3,4,9,2,4,8,4,"Apex:9, Red Notice:8, Everything Everywhere All at Once:4",스토리/플롯/각본
reason,0.001944966224542018,0.4502967568616177,41,3,0.1296114800255974,-0.06370405724514921,3,5,5,7,4,4,6,7,"Apex:7, Don't Look Up:7, Red Notice:6",스토리/플롯/각본
rating,0.0019195082874401512,0.603315957293275,35,7,0.09970071520521918,-0.05934989461839171,2,3,7,5,5,2,5,6,"Everything Everywhere All at Once:7, Don't Look Up:6, Apex:5",스토리/플롯/각본
despite,0.0019095034815133842,0.3554435309669321,43,3,0.09771268369394635,-0.03241096233860776,3,3,9,4,7,6,5,6,"Everything Everywhere All at Once:9, F1 The Movie:7, GOAT:6",스토리/플롯/각본
having,0.001903642027990671,0.36690331042339186,43,3,0.11915011428359053,-0.011672431516929883,4,4,4,0,10,7,8,6,"F1 The Movie:10, Red Notice:8, GOAT:7",스토리/플롯/각본
acted,0.0019028906188569654,0.5586091533266305,27,3,0.09166406092803223,-0.021674135034237457,3,11,4,2,3,0,1,3,"Whiplash:11, Everything Everywhere All at Once:4, KPop Demon Hunters:3",스토리/플롯/각본
level,0.001880038375540313,0.34870139652753895,39,3,0.09909180602636171,-0.05834368446366948,6,8,4,5,6,1,3,6,"Whiplash:8, KPop Demon Hunters:6, F1 The Movie:6",스토리/플롯/각본
needs,0.0018698904558676966,0.6603879901580013,34,3,0.12118553618339085,-0.04682675141197137,7,7,6,4,2,2,3,3,"KPop Demon Hunters:7, Whiplash:7, Everything Everywhere All at Once:6",스토리/플롯/각본
depth,0.0018675542175965623,0.8125531767689121,37,3,0.08968402249238096,-0.028447877619632415,8,4,5,4,9,4,3,0,"F1 The Movie:9, KPop Demon Hunters:8, Everything Everywhere All at Once:5",스토리/플롯/각본
development,0.0018607148059194309,0.7161683934095014,31,3,0.12626994035225386,0.0034781754662465557,5,5,1,6,9,2,0,3,"F1 The Movie:9, Apex:6, KPop Demon Hunters:5",스토리/플롯/각본
annoying,0.0018574718680722164,0.463684807051651,31,7,0.09896963962722516,-0.0747337635720867,13,1,0,5,2,1,4,5,"KPop Demon Hunters:13, Apex:5, Don't Look Up:5",스토리/플롯/각본
forgettable,0.0018149709597346283,0.6344487096526059,26,7,0.0879036041712486,-0.05087889019412203,1,0,0,7,4,1,10,3,"Red Notice:10, Apex:7, F1 The Movie:4",스토리/플롯/각본
perfectly,0.0018073157809255108,0.45622748210848546,39,3,0.09179276825425292,-0.018638748078600484,3,10,9,0,4,6,1,6,"Whiplash:10, Everything Everywhere All at Once:9, GOAT:6",스토리/플롯/각본
delivers,0.0018037586496194359,0.6020665912566764,40,3,0.09561665993979815,-0.03495458074095794,4,8,3,7,8,1,6,3,"Whiplash:8, F1 The Movie:8, Apex:7",스토리/플롯/각본
looks,0.0017869861942937713,0.5705880271596755,40,7,0.10916757612961837,-0.05739324224900954,7,3,4,5,7,3,7,4,"KPop Demon Hunters:7, F1 The Movie:7, Red Notice:7",스토리/플롯/각본
loud,0.001783329353122079,0.4312437254964958,30,7,0.08540940540215046,-0.04598901839891839,2,0,1,2,5,9,4,7,"GOAT:9, Don't Look Up:7, F1 The Movie:5",스토리/플롯/각본
quality,0.0017550182866815733,0.5736815520580424,28,3,0.09745570531005548,-0.05828806381949555,5,1,2,6,1,5,4,4,"Apex:6, KPop Demon Hunters:5, GOAT:5",스토리/플롯/각본
captivating,0.0017335286808226199,0.6923438162147045,25,3,0.09953079123302884,-0.0162583612983775,3,9,5,3,3,1,1,0,"Whiplash:9, Everything Everywhere All at Once:5, KPop Demon Hunters:3",스토리/플롯/각본
turned,0.0017264837141084128,0.606262827041117,30,7,0.09478424851654844,-0.0593947036288475,3,5,3,8,4,1,2,4,"Apex:8, Whiplash:5, F1 The Movie:4",스토리/플롯/각본
obvious,0.0017245590862941399,0.7071067811865475,31,7,0.0881497575905542,-0.05084820802470402,0,1,1,10,4,0,2,13,"Don't Look Up:13, Apex:10, F1 The Movie:4",스토리/플롯/각본
emotion,0.001719794229770934,0.6231014059180315,26,3,0.0971965311243025,-0.010307350813456299,3,6,7,3,2,4,0,1,"Everything Everywhere All at Once:7, Whiplash:6, GOAT:4",스토리/플롯/각본
spectacular,0.0017074461699173448,0.7469598210092452,23,3,0.09080877532340277,-0.03416818025338807,2,3,2,6,6,2,1,1,"Apex:6, F1 The Movie:6, Whiplash:3",스토리/플롯/각본
needed,0.0017062714827892553,0.6923146724883882,29,7,0.10348165719829795,-0.05050121371235061,1,6,1,7,0,6,2,6,"Apex:7, Whiplash:6, GOAT:6",스토리/플롯/각본
expecting,0.0017001576705335197,0.6107092269022607,27,7,0.10569465705795854,-0.025432330620718056,4,1,4,3,5,0,6,4,"Red Notice:6, F1 The Movie:5, KPop Demon Hunters:4",스토리/플롯/각본
fight,0.0016689638255526671,0.472416162272314,36,7,0.08923882375426627,-0.07562789033976751,5,1,15,7,3,0,4,1,"Everything Everywhere All at Once:15, Apex:7, KPop Demon Hunters:5",스토리/플롯/각본
face,0.0016657619802867983,0.5142007980963552,39,3,0.07140443288361725,-0.04024381983954616,5,7,5,8,3,0,1,10,"Don't Look Up:10, Apex:8, Whiplash:7",스토리/플롯/각본
forward,0.0016615248983583302,0.5990253331660337,25,7,0.09885187018718355,-0.030033372160796597,4,0,3,5,3,3,4,3,"Apex:5, KPop Demon Hunters:4, Red Notice:4",스토리/플롯/각본
sequences,0.0016493737239179536,0.32348740293748157,42,3,0.09500600371322333,-0.05016541423169874,2,1,5,4,17,1,11,1,"F1 The Movie:17, Red Notice:11, Everything Everywhere All at Once:5",스토리/플롯/각본
works,0.0016399349230396582,0.5549032882858043,38,3,0.11041604466105637,-0.025712877148022433,3,4,4,4,9,3,4,7,"F1 The Movie:9, Don't Look Up:7, Whiplash:4",스토리/플롯/각본
energy,0.0016142476022820136,0.511485837144067,32,3,0.08979836496084913,0.02208926672338355,5,4,2,5,7,9,0,0,"GOAT:9, F1 The Movie:7, KPop Demon Hunters:5",스토리/플롯/각본
forced,0.0015902614892854652,0.685270755547784,28,7,0.08089996340537278,-0.05609245656183058,4,1,4,4,8,1,4,2,"F1 The Movie:8, KPop Demon Hunters:4, Everything Everywhere All at Once:4",스토리/플롯/각본
gives,0.0015814543779726039,0.45462614461934314,35,3,0.09388057920770491,-0.012522214336757544,1,6,5,6,2,4,4,7,"Don't Look Up:7, Whiplash:6, Apex:6",스토리/플롯/각본
basically,0.001581421886079134,0.4277660534767472,30,7,0.08127910019244022,-0.033206643876687474,3,1,6,2,7,3,2,6,"F1 The Movie:7, Everything Everywhere All at Once:6, Don't Look Up:6",스토리/플롯/각본
game,0.0015270623894531052,0.6747314737318594,27,3,0.08393337608101152,-0.010959827289715273,1,3,1,10,3,8,0,1,"Apex:10, GOAT:8, Whiplash:3",스토리/플롯/각본
tension,0.0014676637707791548,0.4913290874311871,39,3,0.07812656065156418,-0.04801943247571866,1,15,0,15,5,1,1,1,"Whiplash:15, Apex:15, F1 The Movie:5",스토리/플롯/각본
elements,0.0014506745656552504,0.5567005397129773,30,3,0.06415329221289251,-0.04824108558860526,4,2,6,7,2,5,1,3,"Apex:7, Everything Everywhere All at Once:6, GOAT:5",스토리/플롯/각본
non,0.0014452467216848038,0.37165641164961366,25,7,0.0634033675321603,-0.04206252700803566,2,3,3,3,2,1,5,6,"Don't Look Up:6, Red Notice:5, Whiplash:3",스토리/플롯/각본
based,0.001432758725283843,0.3495633128898659,31,3,0.08617735035382094,-0.019058962973995244,2,5,2,3,4,5,3,7,"Don't Look Up:7, Whiplash:5, GOAT:5",스토리/플롯/각본
somewhat,0.0014191127851813277,0.4107180691526663,27,3,0.07922622105074013,-0.05297738110007753,4,2,3,3,4,2,5,4,"Red Notice:5, KPop Demon Hunters:4, F1 The Movie:4",스토리/플롯/각본
surprise,0.0014174821074176018,0.9720911291487013,23,7,0.07571261249469209,-0.030363905959408497,4,1,3,6,2,1,2,4,"Apex:6, KPop Demon Hunters:4, Don't Look Up:4",스토리/플롯/각본
rushed,0.001406457341221431,0.633950613014382,23,7,0.08784835269002814,-0.0218457077247101,12,1,0,3,1,5,0,1,"KPop Demon Hunters:12, GOAT:5, Apex:3",스토리/플롯/각본
humour,0.00139325568441681,0.6417761392131982,21,7,0.06372981086481362,-0.034740696368479644,1,0,3,1,0,1,9,6,"Red Notice:9, Don't Look Up:6, Everything Everywhere All at Once:3",스토리/플롯/각본
setting,0.001379742884846981,0.7470149894711949,19,7,0.06795005702601499,-0.024832870574569284,0,2,2,10,3,0,2,0,"Apex:10, F1 The Movie:3, Whiplash:2",스토리/플롯/각본
clearly,0.0013777015638350891,0.4649934530526377,30,7,0.07711042846403199,-0.04409058113100075,2,2,8,3,5,3,2,5,"Everything Everywhere All at Once:8, F1 The Movie:5, Don't Look Up:5",스토리/플롯/각본
forget,0.001370603149860195,0.6760275665842432,20,7,0.08731714961385613,-0.08299828637078474,1,2,3,3,4,2,3,2,"F1 The Movie:4, Everything Everywhere All at Once:3, Apex:3",스토리/플롯/각본
relationship,0.0013701135566973794,0.48333630870566885,30,3,0.07367805604870094,-0.014665665794022096,1,12,9,0,6,1,1,0,"Whiplash:12, Everything Everywhere All at Once:9, F1 The Movie:6",스토리/플롯/각본
brings,0.0013437726728580696,0.3871673735514719,26,3,0.0773758575577994,-0.02373481278050046,2,3,5,5,6,0,4,1,"F1 The Movie:6, Everything Everywhere All at Once:5, Apex:5",스토리/플롯/각본
leads,0.0013315678094346587,0.4050657841233206,26,3,0.07070706358669322,-0.04814252897231181,1,7,1,4,2,1,7,3,"Whiplash:7, Red Notice:7, Apex:4",스토리/플롯/각본
confusing,0.001327045320865107,0.9146406321351261,18,7,0.06010655004484635,-0.0493110012621338,0,1,9,2,4,0,0,2,"Everything Everywhere All at Once:9, F1 The Movie:4, Apex:2",스토리/플롯/각본
given,0.0013239438667788,0.5087080673224881,27,3,0.0513351318903403,-0.04543201097170369,3,4,5,4,2,0,3,6,"Don't Look Up:6, Everything Everywhere All at Once:5, Whiplash:4",스토리/플롯/각본
lost,0.0013173010833366435,0.6567599797450359,21,7,0.060915311435289575,-0.04910696166506754,1,2,7,1,2,0,4,4,"Everything Everywhere All at Once:7, Red Notice:4, Don't Look Up:4",스토리/플롯/각본
add,0.001314649166056174,0.5210562535510731,23,7,0.07124873517826673,-0.03485093156625129,2,1,1,4,3,7,3,2,"GOAT:7, Apex:4, F1 The Movie:3",스토리/플롯/각본
till,0.0012780213748242535,0.5203032924362919,15,7,0.06359148737967603,0.0048802268635821065,1,3,4,1,1,2,1,2,"Everything Everywhere All at Once:4, Whiplash:3, GOAT:2",스토리/플롯/각본
background,0.0012588997471124964,0.405206809670409,23,7,0.0755724613132511,-0.03213775080474447,3,2,2,7,4,0,4,1,"Apex:7, F1 The Movie:4, Red Notice:4",스토리/플롯/각본
intensity,0.0012543271544940224,0.6156784739383717,28,3,0.05819893115840042,-0.029076012415364474,0,14,1,4,7,1,1,0,"Whiplash:14, F1 The Movie:7, Apex:4",스토리/플롯/각본
easily,0.0012477758101804171,0.41539026461561285,22,7,0.06643788840785309,-0.04315689259508903,2,5,4,2,5,1,1,2,"Whiplash:5, F1 The Movie:5, Everything Everywhere All at Once:4",스토리/플롯/각본
premise,0.0012322143675089655,0.4074996958768013,25,3,0.05476228643514514,-0.047050711435991766,1,3,4,9,2,2,1,3,"Apex:9, Everything Everywhere All at Once:4, Whiplash:3",스토리/플롯/각본
free,0.0012247892210402755,0.36661929333659027,24,7,0.06717386789948569,-0.02372101609587543,1,2,3,5,3,3,5,2,"Apex:5, Red Notice:5, Everything Everywhere All at Once:3",스토리/플롯/각본
clear,0.0012223985653571198,0.37421792683094246,27,3,0.07129188893241267,-0.036339348519507646,4,3,2,4,3,3,2,6,"Don't Look Up:6, KPop Demon Hunters:4, Apex:4",스토리/플롯/각본
filmed,0.0012153180456803084,0.6724265695761298,17,3,0.0526813987843566,-0.0327334817349771,0,5,0,7,2,0,3,0,"Apex:7, Whiplash:5, Red Notice:3",스토리/플롯/각본
epic,0.001207183772938233,0.7876983316690898,15,3,0.06801492973833297,-0.007897141238121803,1,1,5,3,3,0,0,2,"Everything Everywhere All at Once:5, Apex:3, F1 The Movie:3",스토리/플롯/각본
narrative,0.0012026285184327207,0.32765653741194933,30,3,0.05408373490037326,-0.0369098005428381,3,4,5,3,7,2,4,2,"F1 The Movie:7, Everything Everywhere All at Once:5, Whiplash:4",스토리/플롯/각본
knows,0.0011956111673646751,0.4467823746828059,23,3,0.07388407292444235,-0.020640448474141045,2,2,1,5,6,2,4,1,"F1 The Movie:6, Apex:5, Red Notice:4",스토리/플롯/각본
usually,0.0011923361952704938,0.5236130243817636,21,3,0.0669660369795512,-0.011668307224703914,3,5,2,3,3,1,1,3,"Whiplash:5, KPop Demon Hunters:3, Apex:3",스토리/플롯/각본
supposed,0.0011854896932423295,0.5106248547151612,21,7,0.07288267202259217,-0.04788647496963543,3,2,5,6,2,1,0,2,"Apex:6, Everything Everywhere All at Once:5, KPop Demon Hunters:3",스토리/플롯/각본
yeah,0.0011770181738013435,0.8424332982304854,17,7,0.06393390945271822,-0.005378187693089227,2,3,3,1,2,1,2,3,"Whiplash:3, Everything Everywhere All at Once:3, Don't Look Up:3",스토리/플롯/각본
adrenaline,0.0011702369295925694,0.5513135081039156,20,3,0.05903335438060341,-0.013217091032730976,0,1,0,6,13,0,0,0,"F1 The Movie:13, Apex:6, Whiplash:1",스토리/플롯/각본
fully,0.0011682434666679827,0.42719763153754314,22,3,0.06386396362456416,-0.017862295780922847,5,3,4,4,3,1,1,1,"KPop Demon Hunters:5, Everything Everywhere All at Once:4, Apex:4",스토리/플롯/각본
flat,0.0011601007927062683,0.3907814461635699,22,7,0.060615634763791754,-0.05342323404207811,2,1,0,5,5,2,6,1,"Red Notice:6, Apex:5, F1 The Movie:5",스토리/플롯/각본
absurd,0.0011362465299425964,0.5938592169883327,20,7,0.051371799359432,-0.037024360741680355,2,0,9,1,2,0,2,4,"Everything Everywhere All at Once:9, Don't Look Up:4, KPop Demon Hunters:2",스토리/플롯/각본
particularly,0.0011176209320080076,0.33402335502217734,26,3,0.05530039131752498,-0.04635436192823754,2,4,1,5,6,1,2,5,"F1 The Movie:6, Apex:5, Don't Look Up:5",스토리/플롯/각본
form,0.001114419541804037,0.6692270608249447,21,3,0.05777840978430617,-0.032762996929234685,1,6,2,4,0,3,1,4,"Whiplash:6, Apex:4, Don't Look Up:4",스토리/플롯/각본
emotionally,0.0011127414530522413,0.6273148640907772,18,3,0.049387084790899954,-0.030095859880059955,5,5,6,1,0,0,0,1,"Everything Everywhere All at Once:6, KPop Demon Hunters:5, Whiplash:5",스토리/플롯/각본
shots,0.0010990499952314187,0.36217045261104275,22,3,0.06383402379859852,-0.018223415749094283,0,3,3,7,5,0,1,3,"Apex:7, F1 The Movie:5, Whiplash:3",스토리/플롯/각본
check,0.001095652129885148,0.5645254849310791,16,7,0.07525592994871558,0.009328970013639646,4,0,4,1,1,2,3,1,"KPop Demon Hunters:4, Everything Everywhere All at Once:4, Red Notice:3",스토리/플롯/각본
scary,0.001082333332915253,0.6576506404495643,19,3,0.0630707119651232,-0.022417710020010365,3,4,0,9,0,1,1,1,"Apex:9, Whiplash:4, KPop Demon Hunters:3",스토리/플롯/각본
strange,0.0010721981873013005,0.8125564541875748,17,7,0.04776621405897474,-0.02765225909933327,1,0,7,3,1,1,1,3,"Everything Everywhere All at Once:7, Apex:3, Don't Look Up:3",스토리/플롯/각본
certainly,0.0010705839778233054,0.7146447202206279,16,3,0.05641608343637177,-0.041525677503964,0,2,4,3,0,1,2,4,"Everything Everywhere All at Once:4, Don't Look Up:4, Apex:3",스토리/플롯/각본
giving,0.0010558220062203008,0.44305904494378534,22,3,0.059507629639203065,-0.013908260860701517,4,4,3,1,4,3,0,3,"KPop Demon Hunters:4, Whiplash:4, F1 The Movie:4",스토리/플롯/각본
industry,0.0010543214209365573,0.7666960295406993,17,3,0.03765921731222516,-0.0043012123557347555,1,7,0,0,3,2,0,4,"Whiplash:7, Don't Look Up:4, F1 The Movie:3",스토리/플롯/각본
pace,0.0010505449866061644,0.465261820201373,19,3,0.058693827044040615,-0.02988405408931053,2,4,2,5,1,1,3,1,"Apex:5, Whiplash:4, Red Notice:3",스토리/플롯/각본
journey,0.0010402758507457215,0.30490380822269386,24,3,0.04605714796645524,-0.02364917993010913,2,6,6,4,1,4,0,1,"Whiplash:6, Everything Everywhere All at Once:6, Apex:4",스토리/플롯/각본
follows,0.0010288584075804372,0.5652722421000548,19,3,0.05273488225301001,-0.004590575391046264,0,3,0,4,7,4,1,0,"F1 The Movie:7, Apex:4, GOAT:4",스토리/플롯/각본
forgot,0.0010268108422025087,0.552321618840751,12,7,0.052245741206639135,-0.02426195456680413,1,0,0,0,1,2,5,3,"Red Notice:5, Don't Look Up:3, GOAT:2",스토리/플롯/각본
protagonist,0.0010265211460415641,0.35980419671112374,23,3,0.04525016732382641,-0.029036157652118887,2,6,1,9,2,3,0,0,"Apex:9, Whiplash:6, GOAT:3",스토리/플롯/각본
history,0.0010116191077082287,0.5535140152303533,16,3,0.051814629766251875,-0.047954350308816826,1,4,6,0,0,0,5,0,"Everything Everywhere All at Once:6, Red Notice:5, Whiplash:4",스토리/플롯/각본
holes,0.0010063487226827943,0.4411551373142544,17,7,0.04884675109246824,-0.01702216328913849,3,0,1,9,0,1,2,1,"Apex:9, KPop Demon Hunters:3, Red Notice:2",스토리/플롯/각본
winning,0.0009987190590918498,0.4066339451768281,20,3,0.058562953042626556,0.004306962203440167,2,4,3,0,5,3,2,1,"F1 The Movie:5, Whiplash:4, Everything Everywhere All at Once:3",스토리/플롯/각본
stands,0.0009893899921961512,0.47129271016063173,18,3,0.05572444305495469,-0.01933129640571297,2,1,2,3,6,2,1,1,"F1 The Movie:6, Apex:3, KPop Demon Hunters:2",스토리/플롯/각본
opening,0.0009881387136662155,0.5278382640229407,19,3,0.055750859209577376,-0.02843005659483951,2,1,1,5,6,1,0,3,"F1 The Movie:6, Apex:5, Don't Look Up:3",스토리/플롯/각본
realism,0.0009875459697232132,0.4724678843667057,18,3,0.05202833076268124,-0.010716653475077295,0,2,0,4,8,0,0,4,"F1 The Movie:8, Apex:4, Don't Look Up:4",스토리/플롯/각본
wants,0.0009789833547245359,0.5504362656616061,20,3,0.04877484988086735,-0.02716686181922514,2,5,2,2,4,1,1,3,"Whiplash:5, F1 The Movie:4, Don't Look Up:3",스토리/플롯/각본
stand,0.0009521362275433783,0.3739299299001042,20,3,0.056821239869819046,-0.02169124040253856,4,5,3,2,2,0,1,3,"Whiplash:5, KPop Demon Hunters:4, Everything Everywhere All at Once:3",스토리/플롯/각본
happens,0.0009495942263471997,0.271017611778785,23,7,0.06334040009667977,-0.037891597157379345,4,1,2,4,4,0,1,7,"Don't Look Up:7, KPop Demon Hunters:4, Apex:4",스토리/플롯/각본
sort,0.0009492131989080234,0.4839097929097913,17,7,0.05492478287674296,-0.03446554157742282,1,1,2,5,2,1,3,2,"Apex:5, Red Notice:3, Everything Everywhere All at Once:2",스토리/플롯/각본
shallow,0.000937712402732101,0.4535450234295533,15,7,0.047177393959449664,-0.02393730139393582,5,0,2,3,1,0,1,3,"KPop Demon Hunters:5, Apex:3, Don't Look Up:3",스토리/플롯/각본
middle,0.0009373924949748752,0.4674856729459972,19,7,0.043781257627650144,-0.030696100989786118,0,2,4,6,1,2,1,3,"Apex:6, Everything Everywhere All at Once:4, Don't Look Up:3",스토리/플롯/각본
caught,0.0009364364017509419,1.0,14,7,0.03186611018491874,-0.023359852786628593,2,1,0,4,3,1,2,1,"Apex:4, F1 The Movie:3, KPop Demon Hunters:2",스토리/플롯/각본
